product-id,product-name,ext-prim-category-id,primary-product-category-id,categories,remove-from-categories,product-sku,parent-product-sku,position,short-description,long-description,list-price,hsn-code,start-selling-date,is-serialized,is-digital,product-type,weight,weight-uom-id,height,width,depth,dimension-uom-id,product-url-name,publish,sales-channel,bar-code,MPN,currency-uom-id,features,features-options,good-identifications,attributes,brand-name,image,additional-images,charge-shipping,shipping-weight,tags,remove-tags,taxable,comments
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Midnight Blue Shimmer,,,,,0221-0003053,julep-1683944865827,27,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Midnight Blue Shimmer,SHOPIFY_PROD_ID:31180582551575,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Onyx Matte,,,,,0221-0003047,julep-1683944865827,28,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Onyx Matte,SHOPIFY_PROD_ID:40907474894871,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Silver Moonlight Metallic,,,,,0221-0003056,julep-1683944865827,29,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Silver Moonlight Metallic,SHOPIFY_PROD_ID:39855732621335,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Sapphire Shimmer,,,,,0221-0003066,julep-1683944865827,30,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Sapphire Shimmer,SHOPIFY_PROD_ID:40629043920919,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Periwinkle Matte,,,,,0221-0003060,julep-1683944865827,31,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Periwinkle Matte,SHOPIFY_PROD_ID:40355450519575,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Beachy Matte,,,,,0221-0003081,julep-1683944865827,32,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Beachy Matte,SHOPIFY_PROD_ID:44197318066199,,Julep,,,,,,,,
,Eyeshadow 101 Crème-to-Powder Eyeshadow Stick - Marmalade Shimmer,,,,,0221-0003085,julep-1683944865827,33,,,20.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|Shade,Julep|Marmalade Shimmer,SHOPIFY_PROD_ID:44197318098967,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon,,,,,julep-1683863961635,,,,"Creamy, full-coverage lip crayon with a hydrating core that moisturizes and conditions lips. Sunflower butter + vitamin E nourish lips while ultra-fine pigments give bold color and a smooth semi-gloss shine.",,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand,Julep,SHOPIFY_PROD_ID:1683863961635,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Vintage Mauve,,,,,0236-0006020,julep-1683863961635,1,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Vintage Mauve,SHOPIFY_PROD_ID:31180583403543,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Cherry Wood,,,,,0236-0006015,julep-1683863961635,2,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Cherry Wood,SHOPIFY_PROD_ID:40827803697175,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Canyon Rose,,,,,0236-0006028,julep-1683863961635,3,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Canyon Rose,SHOPIFY_PROD_ID:31229957341207,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Black Cherry,,,,,0236-0006040,julep-1683863961635,4,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Black Cherry,SHOPIFY_PROD_ID:40975386181655,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Rich Plum,,,,,0236-0006043,julep-1683863961635,5,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Rich Plum,SHOPIFY_PROD_ID:40975395323927,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - 90s Neutral,,,,,0236-0006022,julep-1683863961635,6,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|90s Neutral,SHOPIFY_PROD_ID:39878455951383,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Brown Sugar,,,,,0236-0006024,julep-1683863961635,7,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Brown Sugar,SHOPIFY_PROD_ID:39878464045079,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Island Blossom,,,,,0236-0006037,julep-1683863961635,8,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Island Blossom,SHOPIFY_PROD_ID:40975378513943,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Dusty Orchid,,,,,0236-0006029,julep-1683863961635,9,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Dusty Orchid,SHOPIFY_PROD_ID:31227658141719,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Brandy Wine,,,,,0236-0006030,julep-1683863961635,10,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Brandy Wine,SHOPIFY_PROD_ID:39871601377303,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Sweet Sangria,,,,,0236-0006041,julep-1683863961635,11,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Sweet Sangria,SHOPIFY_PROD_ID:40975387918359,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Cashmere Nude,,,,,0236-0006033,julep-1683863961635,12,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Cashmere Nude,SHOPIFY_PROD_ID:40544685522967,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Cinnamon Raisin,,,,,0236-0006045,julep-1683863961635,13,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Cinnamon Raisin,SHOPIFY_PROD_ID:40975396536343,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Grape Jelly,,,,,0236-0006047,julep-1683863961635,14,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Grape Jelly,SHOPIFY_PROD_ID:40975400665111,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - That's Sweet,,,,,0236-0006038,julep-1683863961635,15,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|That's Sweet,SHOPIFY_PROD_ID:40975380938775,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Velvet Nude,,,,,0236-0006044,julep-1683863961635,16,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Velvet Nude,SHOPIFY_PROD_ID:40975395913751,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Vamped Up,,,,,0236-0006039,julep-1683863961635,17,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Vamped Up,SHOPIFY_PROD_ID:40975383265303,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Iridescence,,,,,0236-0006031,julep-1683863961635,18,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Iridescence,SHOPIFY_PROD_ID:40305235197975,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Nectar Pink Creme,,,,,0236-0006003,julep-1683863961635,19,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Nectar Pink Creme,SHOPIFY_PROD_ID:31227667447831,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Almond Nude,,,,,0236-0006032,julep-1683863961635,20,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Almond Nude,SHOPIFY_PROD_ID:40544685490199,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Burnt Sienna,,,,,0236-0006046,julep-1683863961635,21,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Burnt Sienna,SHOPIFY_PROD_ID:40975399780375,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Sahara Sunset,,,,,0236-0006042,julep-1683863961635,22,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Sahara Sunset,SHOPIFY_PROD_ID:40975394570263,,Julep,,,,,,,,
,It’s Balm Full Coverage Lip Crayon - Roasted Peach,,,,,0236-0006023,julep-1683863961635,23,,,16.00,,,,,FINISHED_GOOD,,,,,,,,Y,Company,,,,Brand|It's Balm Shade,Julep|Roasted Peach,SHOPIFY_PROD_ID:39878465355799,,Julep,,,,,,,,
